date,algorithm,num_trades,total_energy_mwh,revenue_to_date,daily_revenue
2024-09-15,Naive Benchmark,1,168.0,1771596.7726159994,-223.90412499988452
2024-09-16,Naive Benchmark,3,503.99999999999994,1781296.1334119996,9699.36079600011
2024-09-17,Naive Benchmark,1,168.0,1786641.4904869995,5345.357074999949
2024-09-18,Naive Benchmark,2,336.0,1791288.8097679995,4647.3192809999455
2024-09-19,Naive Benchmark,3,503.99999999999994,1802037.4440049992,10748.634236999787
2024-09-21,Naive Benchmark,2,336.0,1807139.5007569992,5102.056752000004
2024-09-22,Naive Benchmark,2,336.0,1811311.6109429991,4172.110185999889
2024-09-23,Naive Benchmark,2,336.0,1812298.3597209991,986.7487780000083
2024-09-25,Naive Benchmark,2,336.0,1812623.5195889992,325.1598680000752
2024-09-26,Naive Benchmark,2,336.0,1813397.885614999,774.3660259998869
2024-09-27,Naive Benchmark,2,336.0,1813404.700030999,6.814415999921039
2024-09-28,Naive Benchmark,2,336.0,1815587.763799999,2183.063768999884
2024-09-29,Naive Benchmark,2,336.0,1820166.356269999,4578.592470000032
2024-09-30,Naive Benchmark,2,336.0,1823862.407698999,3696.0514289999846
2024-10-01,Naive Benchmark,2,336.0,1826931.451175999,3069.04347699997
2024-10-02,Naive Benchmark,2,336.0,1827552.653392999,621.202217000071
2024-10-03,Naive Benchmark,2,336.0,1828963.337487999,1410.6840949999169
2024-10-05,Naive Benchmark,2,336.0,1829747.802508999,784.4650210000109
2024-10-06,Naive Benchmark,2,336.0,1833782.7114429988,4034.908933999948
2024-10-07,Naive Benchmark,2,336.0,1835171.3946869988,1388.6832439999562
2024-10-09,Naive Benchmark,2,336.0,1836159.296240999,987.9015540000983
2024-10-10,Naive Benchmark,1,168.0,1828356.137890999,-7803.158349999925
2024-10-11,Naive Benchmark,3,503.99999999999994,1837432.838496999,9076.700605999911
2024-10-12,Naive Benchmark,2,336.0,1841905.4729619988,4472.634464999894
2024-10-13,Naive Benchmark,2,336.0,1847327.3814959987,5421.908533999929
2024-10-14,Naive Benchmark,2,336.0,1849432.402464999,2105.0209690001793
2024-10-17,Naive Benchmark,2,336.0,1853342.907670999,3910.50520600006
2024-10-18,Naive Benchmark,2,336.0,1853842.059741999,499.15207100007683
2024-10-19,Naive Benchmark,1,168.0,1856894.583516999,3052.5237749998923
2024-10-20,Naive Benchmark,3,503.99999999999994,1868112.7987099988,11218.215192999924
2024-10-21,Naive Benchmark,2,336.0,1873570.6555989988,5457.85688899993
2024-10-22,Naive Benchmark,2,336.0,1877825.0617639986,4254.406164999818
2024-10-23,Naive Benchmark,2,336.0,1878637.6015009985,812.5397369998973
2024-10-24,Naive Benchmark,2,336.0,1883271.3427549985,4633.741253999993
2024-10-25,Naive Benchmark,2,336.0,1887025.0304619984,3753.6877069999464
2024-10-26,Naive Benchmark,2,336.0,1890473.4435159983,3448.413053999888
2024-10-27,Naive Benchmark,2,336.0,1892420.0252239984,1946.5817080000415
2024-10-28,Naive Benchmark,2,336.0,1896411.9480789981,3991.922854999779
2024-10-29,Naive Benchmark,2,336.0,1906469.3580039982,10057.409925000044
2024-10-30,Naive Benchmark,2,336.0,1913917.3237279982,7447.965724000009
2024-10-31,Naive Benchmark,1,168.0,1916988.599152998,3071.2754249998834
2024-11-01,Naive Benchmark,3,503.99999999999994,1923196.529963998,6207.930810999824
2024-11-02,Naive Benchmark,1,168.0,1921290.361913998,-1906.1680499999784
2024-11-03,Naive Benchmark,3,503.99999999999994,1935388.477681998,14098.115768000018
2024-11-04,Naive Benchmark,2,336.0,1940857.8382699979,5469.360587999923
2024-11-05,Naive Benchmark,1,168.0,1938552.613869998,-2305.224399999948
2024-11-06,Naive Benchmark,2,336.0,1946629.600751998,8076.986881999997
2024-11-07,Naive Benchmark,3,503.99999999999994,1963702.343516998,17072.74276500009
2024-11-08,Naive Benchmark,2,336.0,1969331.187211998,5628.843695000047
2024-11-09,Naive Benchmark,2,336.0,1976596.509744998,7265.322533000028
2024-11-10,Naive Benchmark,2,336.0,1983759.3271339983,7162.817389000207
2024-11-11,Naive Benchmark,2,336.0,1987640.1686079982,3880.841473999899
2024-11-12,Naive Benchmark,1,168.0,1988464.868757998,824.7001499999315
2024-11-13,Naive Benchmark,2,336.0,1993108.3695729983,4643.500815000152
2024-11-14,Naive Benchmark,3,503.99999999999994,2004745.6239199983,11637.254347000038
2024-11-15,Naive Benchmark,2,336.0,2010511.5933969985,5765.969477000181
2024-11-16,Naive Benchmark,2,336.0,2027076.3033299984,16564.70993299992
2024-11-17,Naive Benchmark,2,336.0,2035921.3616039983,8845.058273999952
2024-11-18,Naive Benchmark,2,336.0,2048357.8699829984,12436.508379000006
2024-11-19,Naive Benchmark,2,336.0,2061615.4663599983,13257.59637699998
2024-11-20,Naive Benchmark,1,168.0,2060383.1969099983,-1232.2694500000216
2024-11-21,Naive Benchmark,3,503.99999999999994,2073502.1058339984,13118.908924000105
2024-11-22,Naive Benchmark,2,336.0,2078052.2808819986,4550.175048000179
2024-11-23,Naive Benchmark,2,336.0,2079754.4632159986,1702.182334000012
2024-11-24,Naive Benchmark,2,336.0,2086096.0731709988,6341.609955000225
2024-11-28,Naive Benchmark,2,336.0,2088698.0649149988,2601.991743999999
2024-11-30,Naive Benchmark,2,336.0,2089620.2385699989,922.1736550000496
2024-12-01,Naive Benchmark,2,336.0,2091585.1881369988,1964.949566999916
2024-12-04,Naive Benchmark,2,336.0,2096549.3521609989,4964.164024000056
2024-12-05,Naive Benchmark,2,336.0,2097892.348857999,1342.996696999995
2024-12-06,Naive Benchmark,2,336.0,2100056.225901999,2163.877044000197
2024-12-07,Naive Benchmark,2,336.0,2101678.701303999,1622.4754019998945
2024-12-08,Naive Benchmark,2,336.0,2105312.0774509986,3633.3761469996534
2024-12-09,Naive Benchmark,2,336.0,2110792.4632619987,5480.385811000131
2024-12-10,Naive Benchmark,2,336.0,2114003.4001139984,3210.9368519997224
2024-12-13,Naive Benchmark,2,336.0,2115096.995477998,1093.595363999717
2024-12-15,Naive Benchmark,2,336.0,2123463.193543998,8366.198065999895
2024-12-17,Naive Benchmark,1,168.0,2115155.527543998,-8307.666000000201
2024-12-18,Naive Benchmark,1,167.99999999999997,2132334.6431579976,17179.115613999777
2024-12-20,Naive Benchmark,1,168.0,2126317.1645829976,-6017.478575000074
2024-12-21,Naive Benchmark,1,167.99999999999997,2133038.1103109973,6720.945727999788
2024-12-25,Naive Benchmark,2,336.0,2134642.0566669973,1603.946355999913
2024-12-27,Naive Benchmark,2,336.0,2135712.0021449975,1069.9454780002125
2024-12-29,Naive Benchmark,2,336.0,2137117.245558997,1405.2434139996767
2024-12-30,Naive Benchmark,1,168.0,2134700.0207089973,-2417.2248499998823
2024-12-31,Naive Benchmark,1,167.99999999999997,2140892.900462997,6192.879753999878
